, Fwd Packet Length Max, Fwd Packet Length Min, Min Packet Length, Max Packet Length, Average Packet Size, Label
207477,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207478,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207479,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207480,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207481,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207482,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207483,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207484,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207485,1416.0,1416.0,1416.0,1416.0,2124.0,LDAP
207486,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207487,1408.0,1408.0,1408.0,1408.0,2112.0,LDAP
207488,1448.0,1448.0,1448.0,1448.0,2172.0,LDAP
207489,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207490,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207491,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207492,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207493,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207494,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207495,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207496,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207497,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207498,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207499,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207500,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207501,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207502,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207503,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207504,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207505,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207506,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
207507,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207508,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207509,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207510,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207511,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207512,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207513,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207514,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207515,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207516,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207517,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207518,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
207519,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207520,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207521,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207522,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207523,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207524,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207525,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207526,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207527,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207528,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
207529,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207530,1328.0,1328.0,1328.0,1328.0,1992.0,LDAP
207531,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207532,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207533,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207534,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207535,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207536,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207537,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207538,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
207539,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207540,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207541,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207542,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207543,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207544,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
207545,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207546,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207547,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207548,1368.0,1368.0,1368.0,1368.0,2052.0,LDAP
207549,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207550,1408.0,1408.0,1408.0,1408.0,2112.0,LDAP
207551,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
207552,1448.0,1448.0,1448.0,1448.0,2172.0,LDAP
207553,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207554,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207555,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207556,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207557,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207558,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207559,1368.0,1368.0,1368.0,1368.0,2052.0,LDAP
207560,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207561,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207562,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207563,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207564,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207565,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207566,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207567,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207568,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207569,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207570,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207571,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207572,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207573,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207574,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207575,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207576,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
207577,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207578,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207579,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207580,1408.0,1408.0,1408.0,1408.0,2112.0,LDAP
207581,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207582,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207583,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207584,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
207585,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207586,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207587,1448.0,1448.0,1448.0,1448.0,2172.0,LDAP
207588,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207589,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207590,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207591,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207592,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207593,736.0,736.0,736.0,736.0,1104.0,LDAP
207594,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207595,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207596,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207597,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207598,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207599,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207600,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207601,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207602,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207603,1448.0,1448.0,1448.0,1448.0,2172.0,LDAP
207604,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207605,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207606,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207607,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207608,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207609,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207610,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207611,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207612,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207613,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
207614,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207615,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207616,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207617,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207618,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207619,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
207620,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207621,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207622,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
207623,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207624,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207625,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207626,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207627,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207628,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207629,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207630,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
207631,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207632,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207633,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207634,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207635,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207636,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207637,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207638,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207639,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207640,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
207641,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207642,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207643,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207644,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207645,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207646,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
207647,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207648,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207649,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207650,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207651,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207652,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207653,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207654,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207655,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207656,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207657,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207658,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207659,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207660,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207661,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
207662,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207663,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207664,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207665,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207666,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
207667,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207668,1328.0,1328.0,1328.0,1328.0,1992.0,LDAP
207669,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207670,1456.0,1456.0,1456.0,1456.0,2184.0,LDAP
207671,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207672,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207673,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207674,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207675,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207676,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207677,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207678,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207679,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207680,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207681,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207682,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207683,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207684,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207685,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207686,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207687,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207688,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207689,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207690,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207691,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207692,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
207693,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
207694,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207695,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207696,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207697,1368.0,1368.0,1368.0,1368.0,2052.0,LDAP
207698,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207699,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207700,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207701,1280.0,1280.0,1280.0,1280.0,1920.0,LDAP
207702,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207703,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207704,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207705,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207706,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207707,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207708,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207709,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207710,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207711,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207712,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207713,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207714,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207715,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207716,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207717,1168.0,1168.0,1168.0,1168.0,1752.0,LDAP
207718,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207719,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207720,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207721,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207722,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207723,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207724,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207725,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207726,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207727,1376.0,1376.0,1376.0,1376.0,2064.0,LDAP
207728,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207729,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207730,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207731,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207732,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207733,1448.0,1448.0,1448.0,1448.0,2172.0,LDAP
207734,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207735,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207736,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207737,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207738,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207739,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207740,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207741,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207742,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207743,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207744,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207745,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207746,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207747,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207748,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207749,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207750,1152.0,1152.0,1152.0,1152.0,1728.0,LDAP
207751,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207752,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207753,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207754,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207755,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207756,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207757,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207758,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207759,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207760,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207761,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207762,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207763,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207764,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207765,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207766,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207767,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207768,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207769,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207770,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
207771,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207772,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207773,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
207774,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207775,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207776,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207777,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207778,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207779,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207780,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207781,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207782,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207783,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207784,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207785,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207786,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207787,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207788,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207789,1152.0,1152.0,1152.0,1152.0,1728.0,LDAP
207790,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207791,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207792,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207793,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207794,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207795,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207796,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207797,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207798,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207799,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207800,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207801,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207802,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207803,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207804,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207805,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207806,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207807,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207808,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207809,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207810,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207811,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207812,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207813,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207814,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207815,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207816,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207817,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207818,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207819,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207820,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207821,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
207822,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207823,1440.0,1440.0,1440.0,1440.0,2160.0,LDAP
207824,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207825,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207826,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207827,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
207828,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207829,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207830,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207831,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207832,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207833,1384.0,1384.0,1384.0,1384.0,2076.0,LDAP
207834,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207835,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207836,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
207837,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207838,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207839,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207840,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207841,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207842,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207843,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207844,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207845,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207846,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207847,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207848,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207849,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207850,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207851,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207852,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
207853,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
207854,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207855,1424.0,1424.0,1424.0,1424.0,2136.0,LDAP
207856,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207857,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207858,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207859,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
207860,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207861,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207862,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207863,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207864,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207865,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207866,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207867,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207868,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207869,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207870,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207871,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207872,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207873,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207874,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207875,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207876,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207877,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207878,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207879,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207880,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207881,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207882,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207883,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207884,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207885,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207886,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207887,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207888,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207889,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207890,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207891,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207892,1464.0,1464.0,1464.0,1464.0,2196.0,LDAP
207893,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207894,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207895,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207896,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207897,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
207898,1472.0,1472.0,1472.0,1472.0,2208.0,LDAP
