,Unnamed: 0,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,SimillarHTTP, Inbound, Label
1363,14554,192.168.50.6-8.8.8.8-54285-53-17,192.168.50.6,54285,8.8.8.8,53,17,2018-11-03 09:34:21.632703,45578,2,2,68.0,138.0,34.0,34.0,34.0,0.0,69.0,69.0,69.0,0.0,4519.724428452323,87.76163938742377,15192.666666666668,26311.006467509626,45574.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,64,64,43.88081969371189,43.88081969371189,34.0,69.0,48.0,19.17028951268081,367.5,0,0,0,0,0,0,0,0,1.0,60.0,34.0,69.0,64,0,0,0,0,0,0,2,68,2,138,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1364,560,192.168.50.6-52.216.18.11-54955-80-6,192.168.50.6,54955,52.216.18.11,80,6,2018-11-03 09:34:21.637096,23176017,18,19,956.0,12672.0,442.0,0.0,53.1111111111111,141.50156469261216,2876.0,0.0,666.9473684210526,969.563731999788,588.0216604949849,1.5964779452828326,643778.25,2350096.74174617,10015378.0,1.0,20232133.0,1190125.4705882352,3327126.150197741,10078734.0,1.0,23112631.0,1284035.0555555557,3263726.9018300762,10078897.0,1.0,0,0,0,0,408,452,0.7766649463538104,0.8198129989290222,0.0,2876.0,358.6315789473683,751.1478575092143,564223.1038406825,0,0,0,0,1,0,0,0,1.0,368.3243243243243,53.111111111111114,666.9473684210526,408,0,0,0,0,0,0,18,956,19,12672,8192,119,14,20,118331.0,77723.76317446293,173290.0,63372.0,9997734.0,24952.38409451089,10015378.0,9980090.0,s3.amazonaws.com/cdn.knightlab.com/libs/juxtapose/latest/css/juxtapose.css?ver=4.9.8,0,BENIGN
1365,558,192.168.50.6-52.216.18.11-54956-80-6,192.168.50.6,54956,52.216.18.11,80,6,2018-11-03 09:34:21.637205,23144027,22,40,946.0,50130.0,425.0,0.0,43.00000000000002,123.66390704147231,2925.0,0.0,1253.25,971.911063515904,2206.876098096498,2.678876930103823,379410.2786885246,1819780.0315079943,10004715.0,1.0,20278894.0,965661.6190476187,3009879.400874418,10063134.0,1.0,23082211.0,591851.564102564,2271985.950747157,10063279.0,1.0,0,0,0,0,488,872,0.950569233262647,1.7283076968411764,0.0,2925.0,810.7301587301587,972.3452560582616,945455.2969790066,0,0,0,0,1,0,0,0,1.0,823.8064516129033,43.0,1253.25,488,0,0,0,0,0,0,22,946,40,50130,8192,119,18,20,149900.0,129369.42825876598,241378.0,58422.0,9989545.5,21452.912634418666,10004715.0,9974376.0,s3.amazonaws.com/cdn.knightlab.com/libs/juxtapose/latest/js/juxtapose.js?ver=4.9.8,0,BENIGN
1366,75911,192.168.50.6-4.2.2.4-56936-53-17,192.168.50.6,56936,4.2.2.4,53,17,2018-11-03 09:34:21.637334,20818,2,2,72.0,104.0,36.0,36.0,36.0,0.0,52.0,52.0,52.0,0.0,8454.222307618407,192.14141608223653,6939.333333333334,12015.81380237449,20814.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,64,64,96.07070804111828,96.07070804111828,36.0,52.0,42.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,53.0,36.0,52.0,64,0,0,0,0,0,0,2,72,2,104,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1367,8205,192.168.50.6-4.2.2.4-52688-53-17,192.168.50.6,52688,4.2.2.4,53,17,2018-11-03 09:34:21.658601,20938,2,2,72.0,240.0,36.0,36.0,36.0,0.0,120.0,120.0,120.0,0.0,14901.136689273091,191.04021396503967,6979.333333333334,12084.229819617522,20933.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,64,64,95.52010698251983,95.52010698251983,36.0,120.0,69.6,46.00869483043395,2116.8,0,0,0,0,0,0,0,0,1.0,87.0,36.0,120.0,64,0,0,0,0,0,0,2,72,2,240,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1368,62224,192.168.50.6-74.208.236.171-54941-80-6,74.208.236.171,80,192.168.50.6,54941,6,2018-11-03 09:34:21.674886,86,1,2,6.0,12.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,209302.3255813953,34883.720930232565,43.0,59.39696961966999,85.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,20,40,11627.906976744185,23255.81395348837,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,1,0,2.0,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,1892,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,BENIGN
1369,9676,192.168.50.6-74.208.236.171-54940-80-6,74.208.236.171,80,192.168.50.6,54940,6,2018-11-03 09:34:21.675511,65,1,2,6.0,12.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,276923.07692307694,46153.84615384616,32.5,44.54772721475249,64.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,20,40,15384.615384615388,30769.230769230773,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,1,0,2.0,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,1959,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,BENIGN
1370,59035,192.168.50.6-74.208.236.171-54957-80-6,192.168.50.6,54957,74.208.236.171,80,6,2018-11-03 09:34:21.751416,7160293,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3965908936966684,795588.1111111111,1411465.3513849927,4063952.0,2.0,3.0,3.0,0.0,3.0,3.0,7105454.0,1015064.8571428572,1550215.8909758802,4063952.0,2.0,0,0,0,0,64,256,0.2793181787393337,1.1172727149573347,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,4.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,8,0,8192,29200,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1371,179770,192.168.50.6-104.27.180.86-54958-443-6,192.168.50.6,54958,104.27.180.86,443,6,2018-11-03 09:34:21.802052,1069986,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.607550005327172,213997.2,470118.1878141921,1054889.0,2.0,3.0,3.0,0.0,3.0,3.0,1054895.0,351631.6666666666,609038.7160651885,1054889.0,2.0,0,0,0,0,64,128,1.8691833351090568,3.7383666702181153,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,4,0,8192,29200,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1372,556,192.168.50.6-74.208.236.171-54959-80-6,192.168.50.6,54959,74.208.236.171,80,6,2018-11-03 09:34:21.803794,15152727,10,9,780.0,428.0,372.0,0.0,78.0,154.97096502248414,205.0,0.0,47.555555555555536,89.30581043682307,79.72162370509281,1.2538997105933474,841818.1666666665,2559028.3774853083,9983666.0,1.0,10158491.0,1128721.2222222222,3320850.2903988226,9983666.0,1.0,15097586.0,1887198.25,3723823.76732672,10057707.0,2.0,0,0,0,0,224,228,0.6599472161017618,0.5939524944915856,0.0,372.0,60.40000000000001,123.15561401396972,15167.305263157901,0,0,0,0,1,0,0,0,0.0,63.57894736842106,78.0,47.55555555555557,224,0,0,0,0,0,0,10,780,9,428,8192,1892,8,20,174823.0,0.0,174823.0,174823.0,9983666.0,0.0,9983666.0,9983666.0,ar.drshno.com/favicon.ico,0,BENIGN
1373,542,172.217.6.194-192.168.50.6-80-54960-6,192.168.50.6,54960,172.217.6.194,80,6,2018-11-03 09:34:21.860850,5048282,5,2,18.0,0.0,6.0,0.0,3.6,3.286335345030997,0.0,0.0,0.0,0.0,3.565569435304921,1.3866103359519135,841380.3333333335,2041010.81996727,5007444.0,2.0,5048282.0,1262070.5,2496989.8517452967,5007444.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,124,64,0.990435954251367,0.3961743817005468,0.0,6.0,2.25,3.1052950170405937,9.642857142857142,0,0,0,0,1,0,0,0,0.0,2.571428571428572,3.6,0.0,124,0,0,0,0,0,0,5,18,2,0,8192,60720,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1374,164595,192.168.50.8-4.2.2.4-60942-53-17,192.168.50.8,60942,4.2.2.4,53,17,2018-11-03 09:34:21.876774,21081,2,2,86.0,194.0,43.0,43.0,43.0,0.0,97.0,97.0,97.0,0.0,13282.102367060386,189.74431952943408,7027.0,12166.790908041448,21076.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,64,94.87215976471704,94.87215976471704,43.0,97.0,64.6,29.57701810527897,874.8,0,0,0,0,0,0,0,0,1.0,80.75,43.0,97.0,40,0,0,0,0,0,0,2,86,2,194,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1375,141249,192.168.50.8-4.2.2.4-62481-53-17,192.168.50.8,62481,4.2.2.4,53,17,2018-11-03 09:34:21.876776,21082,2,2,86.0,194.0,43.0,43.0,43.0,0.0,97.0,97.0,97.0,0.0,13281.472346077222,189.73531922967462,7027.333333333334,12168.234314531148,21078.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,64,94.86765961483731,94.86765961483731,43.0,97.0,64.6,29.57701810527897,874.8,0,0,0,0,0,0,0,0,1.0,80.75,43.0,97.0,40,0,0,0,0,0,0,2,86,2,194,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1376,651,172.217.12.130-192.168.50.8-443-59682-6,192.168.50.8,59682,172.217.12.130,443,6,2018-11-03 09:34:21.898850,110139873,48,59,5404.0,8718.0,1071.0,0.0,112.58333333333331,230.93554717789684,2526.0,0.0,147.76271186440667,393.94465474152014,128.21877867972484,0.971491950058813,1039055.4056603772,6446922.0288551785,57941964.0,0.0,110060242.0,2341707.2765957443,9596788.439211564,58021958.0,1.0,110099493.0,1898267.120689656,8664338.032539668,57982255.0,0.0,0,0,0,0,1008,1204,0.4358094729235796,0.5356824771352333,0.0,2526.0,130.7592592592592,328.65827124729293,108016.25925925918,0,0,0,0,1,0,0,0,1.0,131.98130841121494,112.58333333333331,147.76271186440678,1008,0,0,0,0,0,0,48,5404,59,8718,8192,280,44,20,211145.5,71226.70926695968,282929.0,149525.0,27286264.5,22362840.755443234,57941964.0,9720628.0,0,0,BENIGN
1377,37199,192.168.50.8-4.2.2.4-63573-53-17,192.168.50.8,63573,4.2.2.4,53,17,2018-11-03 09:34:21.898854,21090,2,2,86.0,194.0,43.0,43.0,43.0,0.0,97.0,97.0,97.0,0.0,13276.434329065909,189.6633475580844,7030.0,12171.987060459767,21085.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,40,94.8316737790422,94.8316737790422,43.0,97.0,64.6,29.57701810527897,874.8,0,0,0,0,0,0,0,0,1.0,80.75,43.0,97.0,64,0,0,0,0,0,0,2,86,2,194,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1378,576,172.217.9.226-192.168.50.6-443-54961-6,192.168.50.6,54961,172.217.9.226,443,6,2018-11-03 09:34:22.037040,117150820,30,24,2656.0,2486.0,592.0,0.0,88.53333333333332,158.10204765044745,397.0,0.0,103.58333333333334,118.8250144454905,43.89213835635124,0.4609442767878194,2210392.830188679,11238387.39457321,58747463.0,0.0,117150820.0,4039683.4482758604,15068981.585581673,58787522.0,0.0,117088818.0,5090818.173913043,16844902.01776967,58787679.0,1.0,0,0,0,0,624,504,0.25608015377101073,0.2048641230168086,0.0,592.0,93.4909090909091,140.20882213581928,19658.513804713803,0,0,0,0,1,0,0,0,0.0,95.22222222222223,88.53333333333332,103.58333333333331,624,0,0,0,0,0,0,30,2656,24,2486,8192,252,28,20,121720.0,84080.65313733,181174.0,62266.0,58422589.0,459441.21686239686,58747463.0,58097715.0,0,0,BENIGN
1379,577,172.217.9.226-192.168.50.6-443-54962-6,192.168.50.6,54962,172.217.9.226,443,6,2018-11-03 09:34:22.037357,117150502,28,24,2648.0,2702.0,593.0,0.0,94.57142857142857,162.51437054894757,397.0,0.0,112.58333333333331,131.1006638349746,45.66775138530776,0.4438734714085989,2297068.6666666674,11451721.372862754,58743775.0,1.0,117150502.0,4338907.481481482,15594249.896425607,58784623.0,1.0,117088517.0,5090805.0869565215,16844434.69240192,58784798.0,1.0,0,0,0,0,584,504,0.23900879229693786,0.20486467911166087,0.0,593.0,100.94339622641516,146.95517567433478,21595.8236574746,0,0,0,0,1,0,0,0,0.0,102.8846153846154,94.57142857142857,112.58333333333331,584,0,0,0,0,0,0,28,2648,24,2702,8192,252,26,20,123405.0,86517.34310529883,184582.0,62228.0,58420797.0,456759.8679481375,58743775.0,58097819.0,0,0,BENIGN
1380,581,172.217.6.194-192.168.50.6-443-54963-6,192.168.50.6,54963,172.217.6.194,443,6,2018-11-03 09:34:22.185031,117002830,22,18,1968.0,746.0,602.0,0.0,89.45454545454542,172.96592763088375,156.0,0.0,41.44444444444447,47.8013317833451,23.19602013045325,0.3418720726669603,3000072.5641025635,13033664.232017305,58574302.0,1.0,117002830.0,5571563.333333334,17552279.125100996,58635889.0,1.0,116940582.0,6878857.764705882,19387376.940170906,58615262.0,1.0,0,0,0,0,464,384,0.1880296399668281,0.15384243270013212,0.0,602.0,66.1951219512195,131.75891231946989,17360.410975609757,0,0,0,0,1,0,0,0,0.0,67.85,89.45454545454545,41.444444444444436,464,0,0,0,0,0,0,22,1968,18,746,8192,247,20,20,134305.0,102022.78060315744,206446.0,62164.0,58336067.0,336915.1680319543,58574302.0,58097832.0,0,0,BENIGN
1381,38144,192.168.50.6-4.2.2.4-57803-53-17,192.168.50.6,57803,4.2.2.4,53,17,2018-11-03 09:34:22.198492,21043,2,2,86.0,204.0,43.0,43.0,43.0,0.0,102.0,102.0,102.0,0.0,13781.30494701326,190.08696478638973,7014.333333333334,12144.8515978308,21038.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,40,95.04348239319486,95.04348239319486,43.0,102.0,66.6,32.3156308928048,1044.3,0,0,0,0,0,0,0,0,1.0,83.25,43.0,102.0,64,0,0,0,0,0,0,2,86,2,204,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1382,86449,192.168.50.6-4.2.2.4-49300-53-17,192.168.50.6,49300,4.2.2.4,53,17,2018-11-03 09:34:22.198626,20912,2,2,90.0,172.0,45.0,45.0,45.0,0.0,86.0,86.0,86.0,0.0,12528.691660290742,191.27773527161443,6970.666666666666,12070.084727678315,20908.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,64,40,95.63886763580723,95.63886763580723,45.0,86.0,61.4,22.456624857711805,504.3,0,0,0,0,0,0,0,0,1.0,76.75,45.0,86.0,64,0,0,0,0,0,0,2,90,2,172,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1383,653,172.217.9.225-192.168.50.6-443-54964-6,192.168.50.6,54964,172.217.9.225,443,6,2018-11-03 09:34:22.220013,116967851,24,21,1894.0,6420.0,517.0,0.0,78.91666666666666,143.97732812666288,2709.0,0.0,305.7142857142857,679.6741235957967,71.07936008844003,0.3847210974235989,2658360.25,12284711.038056627,58522561.0,1.0,116967851.0,5085558.739130434,16807626.77180763,58603820.0,1.0,116905682.0,5845284.1000000015,17960405.747198086,58563619.0,1.0,0,0,0,0,504,444,0.2051845852925861,0.17953651213101282,0.0,2709.0,180.73913043478248,479.01298682383725,229453.4415458937,0,0,0,0,1,0,0,0,0.0,184.75555555555562,78.91666666666667,305.7142857142857,504,0,0,0,0,0,0,24,1894,21,6420,8192,246,22,20,142685.5,113721.86229788887,223099.0,62272.0,58310135.0,300415.7302006671,58522561.0,58097709.0,0,0,BENIGN
1384,168106,192.168.50.6-4.2.2.4-51920-53-17,192.168.50.6,51920,4.2.2.4,53,17,2018-11-03 09:34:22.220150,20848,2,2,100.0,132.0,50.0,50.0,50.0,0.0,66.0,66.0,66.0,0.0,11128.165771297006,191.8649270913277,6949.333333333334,12032.268295435128,20843.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,64,40,95.93246354566385,95.93246354566385,50.0,66.0,56.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,70.5,50.0,66.0,64,0,0,0,0,0,0,2,100,2,132,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1385,578,172.217.9.226-192.168.50.6-443-54965-6,192.168.50.6,54965,172.217.9.226,443,6,2018-11-03 09:34:22.220152,117983408,52,65,9222.0,38074.0,1401.0,0.0,177.34615384615384,379.1127870159945,2860.0,0.0,585.7538461538463,708.4602809696097,400.8699257102321,0.9916648618931232,1017098.3448275864,7630081.678709754,58647989.0,1.0,117983408.0,2313400.1568627455,11447074.050440716,58729561.0,1.0,117921153.0,1842518.015625,10242980.630070327,58689032.0,1.0,0,0,0,0,1064,1324,0.4407399386191658,0.5509249232739574,0.0,2860.0,400.8135593220338,616.2560926923038,379771.5717803854,0,0,0,0,1,0,0,0,1.0,404.23931623931617,177.34615384615384,585.7538461538461,1064,0,0,0,0,0,0,52,9222,65,38074,8192,276,50,20,587736.5,743102.0518828487,1113189.0,62284.0,58372805.0,389168.9449480778,58647989.0,58097621.0,0,0,BENIGN
1386,34419,192.168.50.6-4.2.2.4-64157-53-17,192.168.50.6,64157,4.2.2.4,53,17,2018-11-03 09:34:22.595235,20879,2,2,86.0,204.0,43.0,43.0,43.0,0.0,102.0,102.0,102.0,0.0,13889.554097418457,191.58005651611663,6959.666666666666,12049.30011798749,20873.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,95.79002825805831,95.79002825805831,43.0,102.0,66.6,32.3156308928048,1044.3,0,0,0,0,0,0,0,0,1.0,83.25,43.0,102.0,40,0,0,0,0,0,0,2,86,2,204,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1387,3164,192.168.50.6-4.2.2.4-60879-53-17,192.168.50.6,60879,4.2.2.4,53,17,2018-11-03 09:34:22.616728,20968,2,2,100.0,132.0,50.0,50.0,50.0,0.0,66.0,66.0,66.0,0.0,11064.479206409767,190.76688286913392,6989.333333333334,12101.550327678406,20963.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,95.38344143456696,95.38344143456696,50.0,66.0,56.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,70.5,50.0,66.0,40,0,0,0,0,0,0,2,100,2,132,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1388,35657,192.168.50.6-4.2.2.4-59459-53-17,192.168.50.6,59459,4.2.2.4,53,17,2018-11-03 09:34:22.638293,20995,2,2,100.0,156.0,50.0,50.0,50.0,0.0,78.0,78.0,78.0,0.0,12193.379376041916,190.5215527506549,6998.333333333334,12118.004841281972,20991.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,95.2607763753275,95.2607763753275,50.0,78.0,61.2,15.336231610144653,235.2,0,0,0,0,0,0,0,0,1.0,76.5,50.0,78.0,40,0,0,0,0,0,0,2,100,2,156,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1389,26601,192.168.50.6-4.2.2.4-50704-53-17,192.168.50.6,50704,4.2.2.4,53,17,2018-11-03 09:34:22.940713,20919,2,2,76.0,180.0,38.0,38.0,38.0,0.0,90.0,90.0,90.0,0.0,12237.67866532817,191.21372914575267,6973.0,12072.39417017188,20913.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,40,40,95.60686457287632,95.60686457287632,38.0,90.0,58.8,28.481572990268642,811.2,0,0,0,0,0,0,0,0,1.0,73.5,38.0,90.0,40,0,0,0,0,0,0,2,76,2,180,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1390,141412,192.168.50.6-4.2.2.4-59801-53-17,192.168.50.6,59801,4.2.2.4,53,17,2018-11-03 09:34:22.946772,20835,2,2,64.0,96.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,7679.385649148067,191.98464122870172,6945.0,12025.628756950715,20831.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,64,95.99232061435086,95.99232061435086,32.0,48.0,38.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1391,657,172.217.11.10-192.168.50.6-443-54966-6,192.168.50.6,54966,172.217.11.10,443,6,2018-11-03 09:34:22.962601,117240957,32,27,4116.0,7916.0,1053.0,0.0,128.62499999999994,273.4970366059897,2407.0,0.0,293.1851851851852,542.3072530357276,102.62625201873779,0.5032371068073079,2021395.810344828,10758300.269431984,58812269.0,1.0,117240957.0,3781966.35483871,14600935.977370672,58852972.0,1.0,117178481.0,4506864.653846154,15897391.817826927,58853018.0,1.0,0,0,0,0,664,564,0.2729421596243026,0.23029494718300536,0.0,2407.0,200.53333333333322,419.90319573124293,176318.69378531052,0,0,0,0,1,0,0,0,0.0,203.9322033898305,128.625,293.1851851851852,664,0,0,0,0,0,0,32,4116,27,7916,8192,254,30,20,134371.5,101957.01967250713,206466.0,62277.0,58454948.0,505328.20432071673,58812269.0,58097627.0,0,0,BENIGN
1392,88523,192.168.50.6-4.2.2.4-54576-53-17,192.168.50.6,54576,4.2.2.4,53,17,2018-11-03 09:34:22.962876,20786,2,2,86.0,118.0,43.0,43.0,43.0,0.0,59.0,59.0,59.0,0.0,9814.298085249688,192.43721735783703,6928.666666666666,11997.338635436334,20782.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,96.21860867891851,96.21860867891851,43.0,59.0,49.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,61.75,43.0,59.0,64,0,0,0,0,0,0,2,86,2,118,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1393,579,172.217.6.228-192.168.50.6-443-54967-6,192.168.50.6,54967,172.217.6.228,443,6,2018-11-03 09:34:22.968373,117235186,30,26,4214.0,6234.0,1108.0,0.0,140.46666666666667,293.25471255681737,1430.0,0.0,239.7692307692308,421.7958091486741,89.12000190795963,0.4776722920028463,2131548.8363636364,11041861.17269772,58807927.0,1.0,117235186.0,4042592.620689656,15076747.303782113,58849110.0,1.0,117172751.0,4686910.04,16197475.372434573,58849465.0,1.0,0,0,0,0,624,544,0.2558958707158105,0.22177642128703576,0.0,1430.0,183.29824561403512,356.4029603909578,127023.0701754386,0,0,0,0,1,0,0,0,0.0,186.57142857142856,140.46666666666667,239.7692307692308,624,0,0,0,0,0,0,30,4214,26,6234,8192,255,28,20,133655.0,100945.14986862916,205034.0,62276.0,58452777.5,502257.2395700235,58807927.0,58097628.0,0,0,BENIGN
1394,39877,192.168.50.6-4.2.2.4-51960-53-17,192.168.50.6,51960,4.2.2.4,53,17,2018-11-03 09:34:22.969122,20885,2,2,64.0,120.0,32.0,32.0,32.0,0.0,60.0,60.0,60.0,0.0,8810.150825951641,191.5250179554704,6961.666666666666,12054.496270410193,20881.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,64,64,95.7625089777352,95.7625089777352,32.0,60.0,43.2,15.336231610144653,235.2,0,0,0,0,0,0,0,0,1.0,54.0,32.0,60.0,64,0,0,0,0,0,0,2,64,2,120,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1395,27385,192.168.50.6-4.2.2.4-54781-53-17,192.168.50.6,54781,4.2.2.4,53,17,2018-11-03 09:34:22.984293,20992,2,2,86.0,142.0,43.0,43.0,43.0,0.0,71.0,71.0,71.0,0.0,10861.280487804876,190.54878048780486,6997.333333333334,12116.272749213484,20988.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,64,40,95.27439024390243,95.27439024390243,43.0,71.0,54.2,15.336231610144653,235.2,0,0,0,0,0,0,0,0,1.0,67.75,43.0,71.0,64,0,0,0,0,0,0,2,86,2,142,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1396,27010,192.168.50.6-4.2.2.4-51060-53-17,192.168.50.6,51060,4.2.2.4,53,17,2018-11-03 09:34:23.160566,20913,2,2,70.0,174.0,35.0,35.0,35.0,0.0,87.0,87.0,87.0,0.0,11667.3839238751,191.2685889159853,6971.0,12070.662077947505,20909.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,95.63429445799265,95.63429445799265,35.0,87.0,55.8,28.481572990268642,811.2,0,0,0,0,0,0,0,0,1.0,69.75,35.0,87.0,40,0,0,0,0,0,0,2,70,2,174,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
