, Flow Duration,Fwd IAT Total, ACK Flag Count,Init_Win_bytes_forward, min_seg_size_forward, Label
2113,40292291,40292291.0,1,5840,20,Syn
2114,1,1.0,1,5840,20,Syn
2115,1,1.0,1,5840,20,Syn
2116,1,1.0,1,5840,20,Syn
2117,42000039,41999967.0,1,5840,20,Syn
2118,53,1.0,1,5840,20,Syn
2119,103,1.0,1,5840,20,Syn
2120,1,1.0,1,5840,20,Syn
2121,100,1.0,1,5840,20,Syn
2122,101,1.0,1,5840,20,Syn
2123,100,1.0,1,5840,20,Syn
2124,41522925,41522925.0,1,5840,20,Syn
2125,37312010,37312010.0,1,5840,20,Syn
2126,36999987,36999987.0,1,5840,20,Syn
2127,1,1.0,1,5840,20,Syn
2128,103,0.0,1,5840,20,Syn
2129,103,1.0,1,5840,20,Syn
2130,1,1.0,1,5840,20,Syn
2131,48915043,48914941.0,1,5840,20,Syn
2132,24707805,24707805.0,1,5840,20,Syn
2133,42909391,42909318.0,1,5840,20,Syn
2134,39364399,39364399.0,1,5840,20,Syn
2135,37873147,37873066.0,1,5840,20,Syn
2136,0,0.0,1,5840,20,Syn
2137,0,0.0,1,5840,20,Syn
2138,37574172,37574172.0,1,5840,20,Syn
2139,1,1.0,1,5840,20,Syn
2140,37441874,37441874.0,1,5840,20,Syn
2141,44928748,44928748.0,1,5840,20,Syn
2142,1,1.0,1,5840,20,Syn
2143,39664189,39664189.0,1,5840,20,Syn
2144,48,48.0,1,5840,20,Syn
2145,121,1.0,1,5840,20,Syn
2146,52,1.0,1,5840,20,Syn
2147,103,1.0,1,5840,20,Syn
2148,102,0.0,1,5840,20,Syn
2149,1,1.0,1,5840,20,Syn
2150,112,48.0,1,5840,20,Syn
2151,111,0.0,1,5840,20,Syn
2152,103,2.0,1,5840,20,Syn
2153,1,1.0,1,5840,20,Syn
2154,1,1.0,1,5840,20,Syn
2155,49,49.0,1,5840,20,Syn
2156,0,0.0,1,5840,20,Syn
2157,47000577,47000503.0,1,5840,20,Syn
2158,9076818,9076818.0,1,5840,20,Syn
2159,110,0.0,1,5840,20,Syn
2160,40395713,40395713.0,1,5840,20,Syn
2161,57,1.0,1,5840,20,Syn
2162,0,0.0,1,5840,20,Syn
2163,41999591,41999591.0,1,5840,20,Syn
2164,0,0.0,1,5840,20,Syn
2165,53,1.0,1,5840,20,Syn
2166,31005004,31005004.0,1,5840,20,Syn
2167,134,2.0,1,5840,20,Syn
2168,37109654,37109654.0,1,5840,20,Syn
2169,51,51.0,1,5840,20,Syn
2170,101,1.0,1,5840,20,Syn
2171,1,1.0,1,5840,20,Syn
2172,1,1.0,1,5840,20,Syn
2173,43580993,43580940.0,1,5840,20,Syn
2174,0,0.0,1,5840,20,Syn
2175,44134478,44134478.0,1,5840,20,Syn
2176,42623955,42623955.0,1,5840,20,Syn
2177,104,48.0,1,5840,20,Syn
2178,1,1.0,1,5840,20,Syn
2179,1,1.0,1,5840,20,Syn
2180,1,1.0,1,5840,20,Syn
2181,48235682,48235682.0,1,5840,20,Syn
2182,72,1.0,1,5840,20,Syn
2183,42379551,42379551.0,1,5840,20,Syn
2184,1,1.0,1,5840,20,Syn
2185,1,1.0,1,5840,20,Syn
2186,1,1.0,1,5840,20,Syn
2187,39360842,39360735.0,1,5840,20,Syn
2188,1,1.0,1,5840,20,Syn
2189,100,1.0,1,5840,20,Syn
2190,39959462,39959462.0,1,5840,20,Syn
2191,1,1.0,1,5840,20,Syn
2192,1,1.0,1,5840,20,Syn
2193,51,1.0,1,5840,20,Syn
2194,49,49.0,1,5840,20,Syn
2195,111,1.0,1,5840,20,Syn
2196,0,0.0,1,5840,20,Syn
2197,1,1.0,1,5840,20,Syn
2198,43028542,43028542.0,1,5840,20,Syn
2199,1,1.0,1,5840,20,Syn
2200,51,0.0,1,5840,20,Syn
2201,47718424,47718321.0,1,5840,20,Syn
2202,1,1.0,1,5840,20,Syn
2203,98,1.0,1,5840,20,Syn
2204,97,1.0,1,5840,20,Syn
2205,48020624,48020624.0,1,5840,20,Syn
2206,49,49.0,1,5840,20,Syn
2207,0,0.0,1,5840,20,Syn
2208,47634808,47634729.0,1,5840,20,Syn
2209,44343237,44343237.0,1,5840,20,Syn
2210,63,0.0,1,5840,20,Syn
2211,39671873,39671873.0,1,5840,20,Syn
2212,86,1.0,1,5840,20,Syn
2213,43119573,43119470.0,1,5840,20,Syn
2214,77,1.0,1,5840,20,Syn
2215,1,1.0,1,5840,20,Syn
2216,50,50.0,1,5840,20,Syn
2217,43617017,43617017.0,1,5840,20,Syn
2218,47933800,47933800.0,1,5840,20,Syn
2219,1,1.0,1,5840,20,Syn
2220,102,1.0,1,5840,20,Syn
2221,40386367,40386367.0,1,5840,20,Syn
2222,81,1.0,1,5840,20,Syn
2223,40999575,40999575.0,1,5840,20,Syn
2224,3,3.0,1,5840,20,Syn
2225,1,1.0,1,5840,20,Syn
2226,2,2.0,1,5840,20,Syn
2227,2,2.0,1,5840,20,Syn
2228,46601158,46601158.0,1,5840,20,Syn
2229,37233990,37233990.0,1,5840,20,Syn
2230,25,2.0,1,5840,20,Syn
2231,41962346,41962346.0,1,5840,20,Syn
2232,18,18.0,1,5840,20,Syn
2233,101,0.0,1,5840,20,Syn
2234,101,48.0,1,5840,20,Syn
2235,22869484,22869484.0,1,5840,20,Syn
2236,104,1.0,1,5840,20,Syn
2237,102,0.0,1,5840,20,Syn
2238,1,1.0,1,5840,20,Syn
2239,32338595,32338595.0,1,5840,20,Syn
2240,47000483,47000483.0,1,5840,20,Syn
2241,100,48.0,1,5840,20,Syn
2242,0,0.0,1,5840,20,Syn
2243,1,1.0,1,5840,20,Syn
2244,1,1.0,1,5840,20,Syn
2245,46,46.0,1,5840,20,Syn
2246,45464800,45464714.0,1,5840,20,Syn
2247,1,1.0,1,5840,20,Syn
2248,37358463,37358463.0,1,5840,20,Syn
2249,33371520,33371520.0,1,5840,20,Syn
2250,47973530,47973475.0,1,5840,20,Syn
2251,46000730,46000622.0,1,5840,20,Syn
2252,38409301,38409301.0,1,5840,20,Syn
2253,38189710,38189710.0,1,5840,20,Syn
2254,51,1.0,1,5840,20,Syn
2255,108,47.0,1,5840,20,Syn
2256,1,1.0,1,5840,20,Syn
2257,101,1.0,1,5840,20,Syn
2258,48,48.0,1,5840,20,Syn
2259,0,0.0,1,5840,20,Syn
2260,37689194,37689194.0,1,5840,20,Syn
2261,1,1.0,1,5840,20,Syn
2262,0,0.0,1,5840,20,Syn
2263,1,1.0,1,5840,20,Syn
2264,45604079,45604079.0,1,5840,20,Syn
2265,104,1.0,1,5840,20,Syn
2266,0,0.0,1,5840,20,Syn
2267,1,1.0,1,5840,20,Syn
2268,1,1.0,1,5840,20,Syn
2269,1,1.0,1,5840,20,Syn
2270,123,0.0,1,5840,20,Syn
2271,123,48.0,1,5840,20,Syn
2272,40087989,40087989.0,1,5840,20,Syn
2273,32213234,32213234.0,1,5840,20,Syn
2274,48,48.0,1,5840,20,Syn
2275,113,1.0,1,5840,20,Syn
2276,40738606,40738606.0,1,5840,20,Syn
2277,2,2.0,1,5840,20,Syn
2278,40224944,40224839.0,1,5840,20,Syn
2279,40478793,40478793.0,1,5840,20,Syn
2280,48,48.0,1,5840,20,Syn
2281,1,1.0,1,5840,20,Syn
2282,1,1.0,1,5840,20,Syn
2283,0,0.0,1,5840,20,Syn
2284,52,1.0,1,5840,20,Syn
2285,113,1.0,1,5840,20,Syn
2286,1,1.0,1,5840,20,Syn
2287,56,1.0,1,5840,20,Syn
2288,1,1.0,1,5840,20,Syn
2289,46,46.0,1,5840,20,Syn
2290,37234102,37234102.0,1,5840,20,Syn
2291,1,1.0,1,5840,20,Syn
2292,44692431,44692431.0,1,5840,20,Syn
2293,100,0.0,1,5840,20,Syn
2294,1,1.0,1,5840,20,Syn
2295,39311506,39311506.0,1,5840,20,Syn
2296,110,1.0,1,5840,20,Syn
2297,45484628,45484628.0,1,5840,20,Syn
2298,114,48.0,1,5840,20,Syn
2299,1,1.0,1,5840,20,Syn
2300,1,1.0,1,5840,20,Syn
2301,48,48.0,1,5840,20,Syn
2302,48781524,48781428.0,1,5840,20,Syn
2303,110,1.0,1,5840,20,Syn
2304,35984029,35984029.0,1,5840,20,Syn
2305,0,0.0,1,5840,20,Syn
2306,111,1.0,1,5840,20,Syn
2307,48,48.0,1,5840,20,Syn
2308,7,7.0,1,5840,20,Syn
2309,942212,942212.0,1,5840,20,Syn
2310,102,1.0,1,5840,20,Syn
2311,100,1.0,1,5840,20,Syn
2312,1,1.0,1,5840,20,Syn
2313,1,1.0,1,5840,20,Syn
2314,1,1.0,1,5840,20,Syn
2315,1,1.0,1,5840,20,Syn
2316,102,46.0,1,5840,20,Syn
2317,110,0.0,1,5840,20,Syn
2318,1,1.0,1,5840,20,Syn
2319,2,2.0,1,5840,20,Syn
2320,46,46.0,1,5840,20,Syn
2321,48,48.0,1,5840,20,Syn
2322,47288858,47288858.0,1,5840,20,Syn
2323,41495048,41495048.0,1,5840,20,Syn
2324,37802423,37802423.0,1,5840,20,Syn
2325,1,1.0,1,5840,20,Syn
2326,36674427,36674427.0,1,5840,20,Syn
2327,43557749,43557749.0,1,5840,20,Syn
2328,41475086,41475086.0,1,5840,20,Syn
2329,103,1.0,1,5840,20,Syn
2330,47238284,47238284.0,1,5840,20,Syn
2331,1,1.0,1,5840,20,Syn
2332,54,1.0,1,5840,20,Syn
2333,53,1.0,1,5840,20,Syn
2334,45124911,45124911.0,1,5840,20,Syn
2335,1,1.0,1,5840,20,Syn
2336,40000377,40000377.0,1,5840,20,Syn
2337,43954374,43954275.0,1,5840,20,Syn
2338,27364514,27364514.0,1,5840,20,Syn
2339,48675454,48675351.0,1,5840,20,Syn
2340,1,1.0,1,5840,20,Syn
2341,43000503,43000401.0,1,5840,20,Syn
2342,1,1.0,1,5840,20,Syn
2343,98,1.0,1,5840,20,Syn
2344,1,1.0,1,5840,20,Syn
2345,1,1.0,1,5840,20,Syn
2346,51,1.0,1,5840,20,Syn
2347,1,1.0,1,5840,20,Syn
2348,1,1.0,1,5840,20,Syn
2349,46129995,46129995.0,1,5840,20,Syn
2350,1,1.0,1,5840,20,Syn
2351,119,1.0,1,5840,20,Syn
2352,0,0.0,1,5840,20,Syn
2353,108,49.0,1,5840,20,Syn
2354,1,1.0,1,5840,20,Syn
2355,48615807,48615807.0,1,5840,20,Syn
2356,47,47.0,1,5840,20,Syn
2357,47,47.0,1,5840,20,Syn
2358,34722932,34722932.0,1,5840,20,Syn
2359,67,1.0,1,5840,20,Syn
2360,50,1.0,1,5840,20,Syn
2361,121,0.0,1,5840,20,Syn
2362,0,0.0,1,5840,20,Syn
2363,43603539,43603539.0,1,5840,20,Syn
2364,42014588,42014588.0,1,5840,20,Syn
2365,1,1.0,1,5840,20,Syn
2366,39888750,39888750.0,1,5840,20,Syn
2367,27005071,27005071.0,1,5840,20,Syn
2368,0,0.0,1,5840,20,Syn
2369,2,2.0,1,5840,20,Syn
2370,1,1.0,1,5840,20,Syn
2371,129,1.0,1,5840,20,Syn
2372,102,1.0,1,5840,20,Syn
2373,102,51.0,1,5840,20,Syn
2374,1,1.0,1,5840,20,Syn
2375,31005122,31005122.0,1,5840,20,Syn
2376,72,2.0,1,5840,20,Syn
2377,46663593,46663542.0,1,5840,20,Syn
2378,3,3.0,1,5840,20,Syn
2379,2,2.0,1,5840,20,Syn
2380,1,1.0,1,5840,20,Syn
2381,3,3.0,1,5840,20,Syn
2382,62,1.0,1,5840,20,Syn
2383,72,1.0,1,5840,20,Syn
2384,36764525,36764525.0,1,5840,20,Syn
2385,46937473,46937473.0,1,5840,20,Syn
2386,109,1.0,1,5840,20,Syn
2387,52,0.0,1,5840,20,Syn
2388,35235166,35235166.0,1,5840,20,Syn
2389,0,0.0,1,5840,20,Syn
2390,0,0.0,1,5840,20,Syn
2391,1,1.0,1,5840,20,Syn
2392,110,51.0,1,5840,20,Syn
2393,4884803,4884803.0,1,5840,20,Syn
2394,36105814,36105814.0,1,5840,20,Syn
2395,47,47.0,1,5840,20,Syn
2396,2,2.0,1,5840,20,Syn
2397,41285909,41285909.0,1,5840,20,Syn
2398,49,49.0,1,5840,20,Syn
2399,1,1.0,1,5840,20,Syn
2400,7290694,7290694.0,1,5840,20,Syn
2401,111,1.0,1,5840,20,Syn
2402,65,1.0,1,5840,20,Syn
2403,39408689,39408689.0,1,5840,20,Syn
2404,141,1.0,1,5840,20,Syn
2405,100,1.0,1,5840,20,Syn
2406,99,47.0,1,5840,20,Syn
2407,48317162,48317162.0,1,5840,20,Syn
2408,0,0.0,1,5840,20,Syn
2409,1,1.0,1,5840,20,Syn
2410,1,1.0,1,5840,20,Syn
2411,23967329,23967329.0,1,5840,20,Syn
2412,0,0.0,1,5840,20,Syn
2413,112,1.0,1,5840,20,Syn
2414,67,0.0,1,5840,20,Syn
2415,1,1.0,1,5840,20,Syn
2416,46221500,46221500.0,1,5840,20,Syn
2417,38266857,38266857.0,1,5840,20,Syn
2418,45844763,45844763.0,1,5840,20,Syn
2419,0,0.0,1,5840,20,Syn
2420,1,1.0,1,5840,20,Syn
2421,104,1.0,1,5840,20,Syn
2422,1,1.0,1,5840,20,Syn
2423,1,1.0,1,5840,20,Syn
2424,101,1.0,1,5840,20,Syn
2425,44,44.0,1,5840,20,Syn
2426,107,1.0,1,5840,20,Syn
2427,105,50.0,1,5840,20,Syn
2428,102,0.0,1,5840,20,Syn
2429,6345556,6345556.0,1,5840,20,Syn
2430,38703680,38703680.0,1,5840,20,Syn
2431,6340728,6340728.0,1,5840,20,Syn
2432,44230375,44230263.0,1,5840,20,Syn
2433,71,1.0,1,5840,20,Syn
2434,44707469,44707469.0,1,5840,20,Syn
2435,51,1.0,1,5840,20,Syn
2436,42812717,42812717.0,1,5840,20,Syn
2437,1,1.0,0,0,20,Syn
2438,1,1.0,1,5840,20,Syn
2439,1,1.0,1,5840,20,Syn
2440,0,0.0,1,5840,20,Syn
2441,38854510,38854510.0,1,5840,20,Syn
2442,73,1.0,1,5840,20,Syn
2443,4,4.0,1,5840,20,Syn
2444,40963738,40963738.0,1,5840,20,Syn
2445,47000601,47000501.0,1,5840,20,Syn
2446,48371672,48371672.0,1,5840,20,Syn
2447,45635487,45635487.0,1,5840,20,Syn
2448,1,1.0,1,5840,20,Syn
2449,41792017,41792017.0,1,5840,20,Syn
2450,38501820,38501820.0,1,5840,20,Syn
2451,40955874,40955763.0,1,5840,20,Syn
2452,104,1.0,1,5840,20,Syn
2453,1,1.0,1,5840,20,Syn
2454,1,1.0,1,5840,20,Syn
2455,39377240,39377240.0,1,5840,20,Syn
2456,40929034,40929034.0,1,5840,20,Syn
2457,0,0.0,1,5840,20,Syn
2458,1,1.0,1,5840,20,Syn
2459,43418461,43418461.0,1,5840,20,Syn
2460,47,47.0,1,5840,20,Syn
2461,1,1.0,1,5840,20,Syn
2462,0,0.0,1,5840,20,Syn
2463,48525201,48525076.0,1,5840,20,Syn
2464,53,1.0,1,5840,20,Syn
2465,1,1.0,1,5840,20,Syn
2466,123,2.0,1,5840,20,Syn
2467,1,1.0,1,5840,20,Syn
2468,79,79.0,1,5840,20,Syn
2469,47353146,47353146.0,1,5840,20,Syn
2470,159,1.0,1,5840,20,Syn
2471,34816099,34816099.0,1,5840,20,Syn
2472,17,17.0,1,5840,20,Syn
2473,73,1.0,1,5840,20,Syn
2474,1,1.0,1,5840,20,Syn
2475,1,1.0,1,5840,20,Syn
2476,1,1.0,1,5840,20,Syn
2477,1,1.0,1,5840,20,Syn
2478,48,48.0,1,5840,20,Syn
2479,48579270,48579164.0,1,5840,20,Syn
2480,106,0.0,1,5840,20,Syn
2481,42000304,42000190.0,1,5840,20,Syn
2482,102,1.0,1,5840,20,Syn
2483,51,51.0,1,5840,20,Syn
2484,37210381,37210381.0,1,5840,20,Syn
2485,1,1.0,1,5840,20,Syn
2486,1,1.0,1,5840,20,Syn
2487,275472,275472.0,1,5840,20,Syn
2488,101,1.0,1,5840,20,Syn
2489,0,0.0,1,5840,20,Syn
2490,100,1.0,1,5840,20,Syn
2491,1,1.0,1,5840,20,Syn
2492,45069628,45069628.0,1,5840,20,Syn
2493,35249026,35249026.0,1,5840,20,Syn
2494,41439919,41439820.0,1,5840,20,Syn
2495,30,1.0,1,5840,20,Syn
2496,37494139,37494139.0,1,5840,20,Syn
2497,48851601,48851596.0,1,5840,20,Syn
2498,46961713,46961713.0,1,5840,20,Syn
2499,49,49.0,1,5840,20,Syn
2500,32249365,32249365.0,1,5840,20,Syn
2501,1,1.0,1,5840,20,Syn
2502,44544673,44544573.0,1,5840,20,Syn
2503,41695552,41695451.0,1,5840,20,Syn
2504,36847578,36847530.0,1,5840,20,Syn
2505,48,48.0,1,5840,20,Syn
2506,34476089,34476089.0,1,5840,20,Syn
2507,36760753,36760753.0,1,5840,20,Syn
2508,1,1.0,1,5840,20,Syn
2509,40154117,40154117.0,1,5840,20,Syn
2510,100,50.0,1,5840,20,Syn
2511,1,1.0,1,5840,20,Syn
2512,54,1.0,1,5840,20,Syn
2513,53,48.0,1,5840,20,Syn
2514,1,1.0,1,5840,20,Syn
2515,32911646,32911646.0,1,5840,20,Syn
2516,39482613,39482613.0,1,5840,20,Syn
2517,1,1.0,1,5840,20,Syn
2518,36888528,36888528.0,1,5840,20,Syn
2519,1,1.0,1,5840,20,Syn
2520,112,1.0,1,5840,20,Syn
2521,111,49.0,1,5840,20,Syn
2522,48857769,48857769.0,1,5840,20,Syn
2523,43003941,43003847.0,1,5840,20,Syn
2524,1,1.0,1,5840,20,Syn
2525,1,1.0,1,5840,20,Syn
2526,53,1.0,1,5840,20,Syn
2527,43323215,43323215.0,1,5840,20,Syn
2528,1,1.0,1,5840,20,Syn
2529,1,1.0,1,5840,20,Syn
2530,1,1.0,1,5840,20,Syn
2531,46724690,46724690.0,1,5840,20,Syn
2532,109,0.0,1,5840,20,Syn
2533,22041201,22041201.0,1,5840,20,Syn
2534,49,49.0,1,5840,20,Syn
2535,113,0.0,1,5840,20,Syn
2536,1,1.0,1,5840,20,Syn
2537,1,1.0,1,5840,20,Syn
2538,40035370,40035370.0,1,5840,20,Syn
2539,1,1.0,1,5840,20,Syn
2540,41292700,41292700.0,1,5840,20,Syn
2541,92,1.0,1,5840,20,Syn
2542,3,3.0,1,5840,20,Syn
2543,2,2.0,1,5840,20,Syn
2544,2,2.0,1,5840,20,Syn
2545,39873166,39873166.0,1,5840,20,Syn
2546,23,23.0,1,5840,20,Syn
2547,37895513,37895513.0,1,5840,20,Syn
2548,1,1.0,1,5840,20,Syn
2549,36555908,36555799.0,1,5840,20,Syn
2550,34798556,34798556.0,1,5840,20,Syn
2551,48,48.0,1,5840,20,Syn
2552,1,1.0,1,5840,20,Syn
2553,35312723,35312723.0,1,5840,20,Syn
2554,27434799,27434681.0,1,5840,20,Syn
2555,148,49.0,1,5840,20,Syn
2556,43572372,43572260.0,1,5840,20,Syn
2557,46341349,46341295.0,1,5840,20,Syn
2558,54,1.0,1,5840,20,Syn
2559,48,48.0,1,5840,20,Syn
2560,1,1.0,1,5840,20,Syn
2561,1,1.0,1,5840,20,Syn
2562,64,2.0,1,5840,20,Syn
2563,1,1.0,1,5840,20,Syn
2564,56,2.0,1,5840,20,Syn
2565,1,1.0,1,5840,20,Syn
2566,39919787,39919724.0,1,5840,20,Syn
2567,50,1.0,1,5840,20,Syn
2568,132,44.0,1,5840,20,Syn
2569,45166741,45166741.0,1,5840,20,Syn
2570,52,2.0,1,5840,20,Syn
2571,40044294,40044294.0,1,5840,20,Syn
2572,1,1.0,1,5840,20,Syn
2573,1,1.0,1,5840,20,Syn
2574,1,1.0,1,5840,20,Syn
2575,33747149,33747149.0,1,5840,20,Syn
2576,46090533,46090437.0,1,5840,20,Syn
2577,46,46.0,1,5840,20,Syn
2578,1,1.0,1,5840,20,Syn
2579,42735220,42735220.0,1,5840,20,Syn
2580,0,0.0,1,5840,20,Syn
2581,3569745,3569745.0,1,5840,20,Syn
2582,45999789,45999685.0,1,5840,20,Syn
2583,45769541,45769423.0,1,5840,20,Syn
2584,46787865,46787801.0,1,5840,20,Syn
2585,40094237,40094237.0,1,5840,20,Syn
2586,2,2.0,1,5840,20,Syn
2587,46187023,46187023.0,1,5840,20,Syn
2588,1,1.0,1,5840,20,Syn
2589,97,48.0,1,5840,20,Syn
2590,34882433,34882433.0,1,5840,20,Syn
2591,34810652,34810652.0,1,5840,20,Syn
2592,36986674,36986611.0,1,5840,20,Syn
2593,41718293,41718293.0,1,5840,20,Syn
2594,1,1.0,1,5840,20,Syn
2595,48,48.0,1,5840,20,Syn
2596,1,1.0,1,5840,20,Syn
2597,0,0.0,1,5840,20,Syn
2598,36833701,36833701.0,1,5840,20,Syn
2599,42552194,42552194.0,1,5840,20,Syn
2600,5261981,5261981.0,1,5840,20,Syn
2601,38994880,38994880.0,1,5840,20,Syn
2602,1,1.0,1,5840,20,Syn
2603,1,1.0,1,5840,20,Syn
2604,1,1.0,1,5840,20,Syn
2605,1,1.0,1,5840,20,Syn
2606,1,1.0,1,5840,20,Syn
2607,21005041,21005041.0,1,5840,20,Syn
2608,76,1.0,1,5840,20,Syn
2609,1,1.0,1,5840,20,Syn
2610,99,48.0,1,5840,20,Syn
2611,43039559,43039505.0,1,5840,20,Syn
2612,32440058,32440058.0,1,5840,20,Syn
2613,1,1.0,1,5840,20,Syn
2614,112,49.0,1,5840,20,Syn
2615,48419490,48419436.0,1,5840,20,Syn
2616,1,1.0,1,5840,20,Syn
2617,1,1.0,1,5840,20,Syn
2618,100,49.0,1,5840,20,Syn
2619,0,0.0,1,5840,20,Syn
2620,1,1.0,1,5840,20,Syn
2621,52,1.0,1,5840,20,Syn
2622,41516613,41516613.0,1,5840,20,Syn
2623,40101914,40101914.0,1,5840,20,Syn
2624,99,50.0,1,5840,20,Syn
2625,32956393,32956289.0,1,5840,20,Syn
2626,1,1.0,1,5840,20,Syn
2627,1,1.0,1,5840,20,Syn
2628,103,1.0,1,5840,20,Syn
2629,47387496,47387445.0,1,5840,20,Syn
2630,1,1.0,1,5840,20,Syn
2631,44921480,44921480.0,1,5840,20,Syn
2632,49,49.0,1,5840,20,Syn
2633,1,1.0,1,5840,20,Syn
2634,39425344,39425344.0,1,5840,20,Syn
2635,1,1.0,1,5840,20,Syn
2636,1,1.0,1,5840,20,Syn
2637,101,1.0,1,5840,20,Syn
2638,48,48.0,1,5840,20,Syn
2639,40145016,40145016.0,1,5840,20,Syn
2640,1,1.0,1,5840,20,Syn
2641,2,2.0,1,5840,20,Syn
2642,99,1.0,1,5840,20,Syn
2643,106,1.0,1,5840,20,Syn
2644,0,0.0,1,5840,20,Syn
2645,44687135,44687086.0,1,5840,20,Syn
2646,110,52.0,1,5840,20,Syn
2647,1,1.0,1,5840,20,Syn
2648,114,2.0,1,5840,20,Syn
2649,1,1.0,1,5840,20,Syn
2650,101,1.0,1,5840,20,Syn
2651,48,48.0,1,5840,20,Syn
2652,1,1.0,1,5840,20,Syn
2653,1,1.0,1,5840,20,Syn
2654,1,1.0,1,5840,20,Syn
2655,46,46.0,1,5840,20,Syn
2656,1,1.0,1,5840,20,Syn
2657,100,1.0,1,5840,20,Syn
2658,35617805,35617805.0,1,5840,20,Syn
2659,47305747,47305747.0,1,5840,20,Syn
2660,1,1.0,1,5840,20,Syn
2661,1,1.0,1,5840,20,Syn
2662,128,0.0,1,5840,20,Syn
2663,1425870,1425870.0,1,5840,20,Syn
2664,104,1.0,1,5840,20,Syn
2665,44505059,44505059.0,1,5840,20,Syn
2666,1,1.0,1,5840,20,Syn
2667,40119784,40119784.0,1,5840,20,Syn
2668,104,0.0,1,5840,20,Syn
2669,46709217,46709217.0,1,5840,20,Syn
2670,42649280,42649216.0,1,5840,20,Syn
2671,0,0.0,1,5840,20,Syn
2672,1,1.0,1,5840,20,Syn
2673,41160709,41160608.0,1,5840,20,Syn
2674,1,1.0,1,5840,20,Syn
2675,34485229,34485229.0,1,5840,20,Syn
2676,46301436,46301436.0,1,5840,20,Syn
2677,37757069,37756954.0,1,5840,20,Syn
2678,1,1.0,1,5840,20,Syn
2679,32562084,32562084.0,1,5840,20,Syn
2680,46000163,46000058.0,1,5840,20,Syn
2681,1,1.0,1,5840,20,Syn
2682,47164328,47164256.0,1,5840,20,Syn
2683,1,1.0,1,5840,20,Syn
2684,34610766,34610766.0,1,5840,20,Syn
2685,28518593,28518593.0,1,5840,20,Syn
2686,27195960,27195892.0,1,5840,20,Syn
2687,102,1.0,1,5840,20,Syn
2688,102,1.0,1,5840,20,Syn
2689,0,0.0,1,5840,20,Syn
2690,1,1.0,1,5840,20,Syn
2691,44196930,44196930.0,1,5840,20,Syn
2692,2,2.0,1,5840,20,Syn
2693,1,1.0,1,5840,20,Syn
2694,1,1.0,1,5840,20,Syn
2695,0,0.0,1,5840,20,Syn
2696,1,1.0,1,5840,20,Syn
2697,54,1.0,1,5840,20,Syn
2698,114,0.0,1,5840,20,Syn
2699,119,1.0,1,5840,20,Syn
2700,109,1.0,1,5840,20,Syn
2701,48,48.0,1,5840,20,Syn
2702,1,1.0,1,5840,20,Syn
2703,48811086,48811086.0,1,5840,20,Syn
2704,104,0.0,1,5840,20,Syn
2705,1,1.0,1,5840,20,Syn
2706,1,1.0,1,5840,20,Syn
2707,41141583,41141583.0,1,5840,20,Syn
2708,1,1.0,1,5840,20,Syn
2709,121,1.0,1,5840,20,Syn
2710,103,1.0,1,5840,20,Syn
2711,37252571,37252571.0,1,5840,20,Syn
2712,37998937,37998937.0,1,5840,20,Syn
2713,47807697,47807697.0,1,5840,20,Syn
2714,0,0.0,1,5840,20,Syn
2715,1,1.0,1,5840,20,Syn
2716,54,1.0,1,5840,20,Syn
2717,37078300,37078300.0,1,5840,20,Syn
2718,43617974,43617876.0,1,5840,20,Syn
2719,2,2.0,1,5840,20,Syn
2720,1,1.0,1,5840,20,Syn
2721,47,47.0,1,5840,20,Syn
2722,44002973,44002912.0,1,5840,20,Syn
2723,38146184,38146184.0,1,5840,20,Syn
2724,47131773,47131773.0,1,5840,20,Syn
2725,34763028,34763028.0,1,5840,20,Syn
2726,46557448,46557448.0,1,5840,20,Syn
2727,36765110,36765110.0,1,5840,20,Syn
2728,24684582,24684582.0,1,5840,20,Syn
2729,0,0.0,1,5840,20,Syn
2730,124,49.0,1,5840,20,Syn
2731,99,1.0,1,5840,20,Syn
2732,99,1.0,1,5840,20,Syn
2733,0,0.0,1,5840,20,Syn
2734,45362357,45362306.0,1,5840,20,Syn
2735,45999942,45999861.0,1,5840,20,Syn
2736,1,1.0,1,5840,20,Syn
2737,48526626,48526626.0,1,5840,20,Syn
2738,1,1.0,1,5840,20,Syn
2739,145,49.0,1,5840,20,Syn
2740,100,1.0,1,5840,20,Syn
2741,0,0.0,1,5840,20,Syn
2742,1,1.0,1,5840,20,Syn
2743,0,0.0,1,5840,20,Syn
2744,1,1.0,1,5840,20,Syn
2745,49,49.0,1,5840,20,Syn
2746,41409092,41408984.0,1,5840,20,Syn
2747,36777686,36777686.0,1,5840,20,Syn
2748,36623376,36623325.0,1,5840,20,Syn
2749,1,1.0,1,5840,20,Syn
2750,1,1.0,1,5840,20,Syn
2751,1,1.0,1,5840,20,Syn
2752,44155678,44155571.0,1,5840,20,Syn
2753,38265509,38265509.0,1,5840,20,Syn
2754,48648558,48648558.0,1,5840,20,Syn
2755,48874014,48874014.0,1,5840,20,Syn
2756,109,0.0,1,5840,20,Syn
2757,116,1.0,1,5840,20,Syn
2758,1,1.0,1,5840,20,Syn
2759,1,1.0,1,5840,20,Syn
2760,48139425,48139425.0,1,5840,20,Syn
2761,1,1.0,1,5840,20,Syn
2762,51,1.0,1,5840,20,Syn
2763,41799227,41799149.0,1,5840,20,Syn
