, Destination Port, Protocol, Fwd Packet Length Std, Packet Length Std, min_seg_size_forward, Label
28915,58719,17,0.0,0.0,32,UDP
28916,61353,17,0.0,0.0,32,UDP
28917,20358,17,22.516660498395403,21.36117974270148,32,UDP
28918,51871,17,0.0,0.0,32,UDP
28919,38590,17,0.0,0.0,32,UDP
28920,36755,17,0.0,0.0,32,UDP
28921,64877,17,0.0,0.0,32,UDP
28922,7139,17,0.0,0.0,32,UDP
28923,59662,17,0.0,0.0,32,UDP
28924,57794,17,0.0,0.0,32,UDP
28925,53371,17,0.0,0.0,32,UDP
28926,18321,17,35.08845964131227,33.61759743263722,20,UDP
28927,13709,17,35.08845964131227,33.61759743263722,20,UDP
28928,50968,17,0.0,0.0,32,UDP
28929,55530,17,35.08845964131227,33.61759743263722,20,UDP
28930,6007,17,0.0,0.0,32,UDP
28931,43039,17,35.08845964131227,33.61759743263722,20,UDP
28932,56202,17,0.0,0.0,32,UDP
28933,30257,17,0.0,0.0,32,UDP
28934,38580,17,22.516660498395403,21.36117974270148,32,UDP
28935,63281,17,0.0,0.0,32,UDP
28936,1147,17,35.08845964131227,33.61759743263722,20,UDP
28937,38711,17,0.0,0.0,32,UDP
28938,58849,17,0.0,0.0,32,UDP
28939,50503,17,0.0,0.0,32,UDP
28940,14268,17,0.0,0.0,32,UDP
28941,32934,17,22.516660498395403,21.36117974270148,20,UDP
28942,22010,17,0.0,0.0,32,UDP
28943,10995,17,0.0,0.0,32,UDP
28944,16104,17,0.0,0.0,32,UDP
28945,15783,17,0.0,0.0,32,UDP
28946,18422,17,0.0,0.0,32,UDP
28947,10156,17,0.0,0.0,32,UDP
28948,52348,17,0.0,0.0,32,UDP
28949,49581,17,0.0,0.0,32,UDP
28950,27965,17,0.0,0.0,32,UDP
28951,55347,17,0.0,0.0,32,UDP
28952,29993,17,0.0,0.0,32,UDP
28953,35430,17,0.0,0.0,32,UDP
28954,51887,17,30.988169785688648,29.74574799546185,20,UDP
28955,61543,17,0.0,0.0,32,UDP
28956,26311,17,0.0,0.0,32,UDP
28957,40226,17,22.516660498395403,21.36117974270148,20,UDP
28958,63826,17,22.516660498395403,21.36117974270148,20,UDP
28959,3434,17,22.516660498395403,21.36117974270148,20,UDP
28960,18780,17,0.0,0.0,32,UDP
28961,4260,17,22.516660498395403,21.36117974270148,20,UDP
28962,50256,17,0.0,0.0,32,UDP
28963,46017,17,0.0,0.0,32,UDP
28964,54440,17,0.0,0.0,32,UDP
28965,37170,17,0.0,0.0,32,UDP
28966,52911,17,22.516660498395403,21.36117974270148,20,UDP
28967,18360,17,34.06366588218791,32.3156308928048,20,UDP
28968,9876,17,34.06366588218791,32.3156308928048,20,UDP
28969,9486,17,34.06366588218791,32.3156308928048,20,UDP
28970,24147,17,34.06366588218791,32.3156308928048,20,UDP
28971,1670,17,22.516660498395403,21.36117974270148,20,UDP
28972,32348,17,34.06366588218791,32.3156308928048,20,UDP
28973,26724,17,22.516660498395403,21.36117974270148,20,UDP
28974,25350,17,22.516660498395403,21.36117974270148,20,UDP
28975,59062,17,35.08845964131227,33.61759743263722,20,UDP
28976,48199,17,35.08845964131227,33.61759743263722,20,UDP
28977,2667,17,34.06366588218791,32.3156308928048,20,UDP
28978,19602,17,35.08845964131227,33.61759743263722,20,UDP
28979,45504,17,35.08845964131227,33.61759743263722,20,UDP
28980,10686,17,35.08845964131227,33.61759743263722,20,UDP
28981,11881,17,35.08845964131227,33.61759743263722,20,UDP
28982,25309,17,0.0,0.0,32,UDP
28983,46467,17,0.0,0.0,32,UDP
28984,32628,17,0.0,0.0,32,UDP
28985,50693,17,30.127623275169363,30.703885282298888,8,UDP
28986,47506,17,35.601498095819885,34.102087633345555,20,UDP
28987,7139,17,34.06366588218791,32.3156308928048,20,UDP
28988,59662,17,34.06366588218791,32.3156308928048,20,UDP
28989,45699,17,0.0,0.0,32,UDP
28990,22504,17,0.0,0.0,32,UDP
28991,34828,17,0.0,0.0,32,UDP
28992,42705,17,0.0,0.0,32,UDP
28993,12898,17,0.0,0.0,32,UDP
28994,46351,17,0.0,0.0,32,UDP
28995,15202,17,0.0,0.0,32,UDP
28996,51933,17,0.0,0.0,32,UDP
28997,59757,17,0.0,0.0,32,UDP
28998,28861,17,0.0,0.0,32,UDP
28999,45049,17,0.0,0.0,32,UDP
29000,63575,17,0.0,0.0,32,UDP
29001,44587,17,0.0,0.0,32,UDP
29002,20160,17,0.0,0.0,32,UDP
29003,17681,17,0.0,0.0,32,UDP
29004,56202,17,22.516660498395403,21.36117974270148,20,UDP
29005,38711,17,22.516660498395403,21.36117974270148,20,UDP
29006,58763,17,0.0,0.0,20,UDP
29007,58849,17,22.516660498395403,21.36117974270148,20,UDP
29008,33765,17,0.0,0.0,20,UDP
29009,32048,17,30.127623275169363,30.703885282298888,8,UDP
29010,50503,17,22.516660498395403,21.36117974270148,20,UDP
29011,14268,17,22.516660498395403,21.36117974270148,20,UDP
29012,22010,17,34.06366588218791,32.3156308928048,20,UDP
29013,10995,17,22.516660498395403,21.36117974270148,20,UDP
29014,43674,17,0.0,0.0,20,UDP
29015,17929,17,0.0,0.0,20,UDP
29016,16104,17,34.06366588218791,32.3156308928048,20,UDP
29017,19322,17,0.0,0.0,20,UDP
29018,15783,17,22.516660498395403,21.36117974270148,20,UDP
29019,10156,17,22.516660498395403,21.36117974270148,20,UDP
29020,49581,17,22.516660498395403,21.36117974270148,20,UDP
29021,18422,17,22.516660498395403,21.36117974270148,20,UDP
29022,27965,17,22.516660498395403,21.36117974270148,20,UDP
29023,55347,17,22.516660498395403,21.36117974270148,20,UDP
29024,52348,17,34.06366588218791,32.3156308928048,20,UDP
29025,29993,17,22.516660498395403,21.36117974270148,20,UDP
29026,35430,17,22.516660498395403,21.36117974270148,20,UDP
29027,26311,17,34.06366588218791,32.3156308928048,20,UDP
29028,61543,17,22.516660498395403,21.36117974270148,20,UDP
29029,4558,17,35.08845964131227,33.61759743263722,20,UDP
29030,58079,17,35.08845964131227,33.61759743263722,20,UDP
29031,52629,17,0.0,0.0,20,UDP
29032,24275,17,0.0,0.0,20,UDP
29033,19512,17,35.08845964131227,33.61759743263722,20,UDP
29034,58506,17,35.08845964131227,33.61759743263722,20,UDP
29035,26155,17,35.08845964131227,33.61759743263722,20,UDP
29036,21614,17,35.08845964131227,33.61759743263722,20,UDP
29037,50256,17,22.516660498395403,21.36117974270148,20,UDP
29038,46017,17,34.06366588218791,32.3156308928048,20,UDP
29039,37170,17,22.516660498395403,21.36117974270148,20,UDP
29040,32316,17,35.08845964131227,33.61759743263722,20,UDP
29041,12062,17,35.08845964131227,33.61759743263722,20,UDP
29042,38788,17,35.08845964131227,33.61759743263722,20,UDP
29043,15241,17,0.0,0.0,20,UDP
29044,62906,17,0.0,0.0,20,UDP
29045,37959,17,0.0,0.0,20,UDP
29046,29099,17,0.0,0.0,20,UDP
29047,10424,17,0.0,0.0,20,UDP
29048,8061,17,0.0,0.0,20,UDP
29049,57713,17,0.0,0.0,20,UDP
29050,33237,17,0.0,0.0,20,UDP
29051,11963,17,0.0,0.0,20,UDP
29052,2870,17,0.0,0.0,20,UDP
29053,65522,17,0.0,0.0,20,UDP
29054,24813,17,0.0,0.0,20,UDP
29055,20358,17,0.0,0.0,20,UDP
29056,25309,17,22.516660498395403,21.36117974270148,20,UDP
29057,46467,17,22.516660498395403,21.36117974270148,20,UDP
29058,32628,17,22.516660498395403,21.36117974270148,20,UDP
29059,12898,17,22.516660498395403,21.36117974270148,20,UDP
29060,45699,17,22.516660498395403,21.36117974270148,20,UDP
29061,34828,17,22.516660498395403,21.36117974270148,20,UDP
29062,42705,17,34.06366588218791,32.3156308928048,20,UDP
29063,15202,17,22.516660498395403,21.36117974270148,20,UDP
29064,59757,17,22.516660498395403,21.36117974270148,20,UDP
29065,51933,17,34.06366588218791,32.3156308928048,20,UDP
29066,28861,17,34.06366588218791,32.3156308928048,20,UDP
29067,45049,17,34.06366588218791,32.3156308928048,20,UDP
29068,17681,17,34.06366588218791,32.3156308928048,20,UDP
29069,20160,17,22.516660498395403,21.36117974270148,20,UDP
29070,44587,17,22.516660498395403,21.36117974270148,20,UDP
29071,63575,17,22.516660498395403,21.36117974270148,20,UDP
29072,38580,17,0.0,0.0,20,UDP
29073,55802,17,0.0,0.0,20,UDP
29074,46351,17,0.0,0.0,20,UDP
29075,33765,17,22.516660498395403,21.36117974270148,20,UDP
29076,32934,17,0.0,0.0,20,UDP
29077,38536,17,30.127623275169363,30.703885282298888,8,UDP
29078,17929,17,22.516660498395403,21.36117974270148,20,UDP
29079,19322,17,22.516660498395403,21.36117974270148,20,UDP
29080,43674,17,22.516660498395403,21.36117974270148,20,UDP
29081,64088,17,0.0,0.0,20,UDP
29082,60892,17,0.0,0.0,20,UDP
29083,52598,17,0.0,0.0,20,UDP
29084,61430,17,0.0,0.0,20,UDP
29085,39791,17,0.0,0.0,20,UDP
29086,55296,17,0.0,0.0,20,UDP
29087,6865,17,0.0,0.0,20,UDP
29088,12506,17,0.0,0.0,20,UDP
29089,52629,17,34.06366588218791,32.3156308928048,20,UDP
29090,40226,17,0.0,0.0,20,UDP
29091,3434,17,0.0,0.0,20,UDP
29092,24275,17,29.04249759691247,30.03331483536241,8,UDP
29093,63826,17,0.0,0.0,20,UDP
29094,4260,17,0.0,0.0,20,UDP
29095,43454,17,0.0,0.0,20,UDP
29096,2598,17,0.0,0.0,20,UDP
29097,52911,17,0.0,0.0,20,UDP
29098,17045,17,0.0,0.0,20,UDP
29099,16973,17,0.0,0.0,20,UDP
29100,46793,17,0.0,0.0,20,UDP
29101,15241,17,34.06366588218791,32.3156308928048,20,UDP
29102,37959,17,34.06366588218791,32.3156308928048,20,UDP
29103,62906,17,34.06366588218791,32.3156308928048,20,UDP
29104,55024,17,0.0,0.0,20,UDP
29105,33424,17,0.0,0.0,20,UDP
29106,18360,17,0.0,0.0,20,UDP
29107,24147,17,0.0,0.0,20,UDP
29108,1748,17,0.0,0.0,20,UDP
29109,29099,17,22.516660498395403,21.36117974270148,20,UDP
29110,7157,17,0.0,0.0,20,UDP
29111,9486,17,0.0,0.0,20,UDP
29112,9876,17,0.0,0.0,20,UDP
29113,19790,17,0.0,0.0,20,UDP
29114,1670,17,0.0,0.0,20,UDP
29115,65299,17,0.0,0.0,20,UDP
29116,32348,17,0.0,0.0,20,UDP
29117,2870,17,34.06366588218791,32.3156308928048,20,UDP
29118,33444,17,30.127623275169363,30.703885282298888,8,UDP
29119,25350,17,0.0,0.0,20,UDP
29120,26724,17,0.0,0.0,20,UDP
29121,42549,17,35.08845964131227,33.61759743263722,8,UDP
29122,8425,17,35.08845964131227,33.61759743263722,8,UDP
29123,39559,17,35.08845964131227,33.61759743263722,8,UDP
29124,2667,17,0.0,0.0,20,UDP
29125,35044,17,35.08845964131227,33.61759743263722,8,UDP
29126,16347,17,35.08845964131227,33.61759743263722,8,UDP
29127,20358,17,34.06366588218791,32.3156308928048,20,UDP
29128,2085,17,35.08845964131227,33.61759743263722,8,UDP
29129,3275,17,35.08845964131227,33.61759743263722,8,UDP
29130,23707,17,35.08845964131227,33.61759743263722,8,UDP
29131,59662,17,0.0,0.0,20,UDP
29132,7139,17,0.0,0.0,20,UDP
29133,13709,17,0.0,0.0,20,UDP
29134,18321,17,0.0,0.0,20,UDP
29135,43039,17,0.0,0.0,20,UDP
29136,23555,17,0.0,0.0,20,UDP
29137,56202,17,0.0,0.0,20,UDP
29138,55530,17,0.0,0.0,20,UDP
29139,1147,17,0.0,0.0,20,UDP
29140,38711,17,0.0,0.0,20,UDP
29141,50503,17,0.0,0.0,20,UDP
29142,58849,17,0.0,0.0,20,UDP
29143,14268,17,0.0,0.0,20,UDP
29144,22010,17,0.0,0.0,20,UDP
29145,32934,17,34.06366588218791,32.3156308928048,8,UDP
29146,38580,17,34.06366588218791,32.3156308928048,8,UDP
29147,59092,17,24.856923918028684,23.957303290487022,8,UDP
29148,15783,17,0.0,0.0,20,UDP
29149,16104,17,0.0,0.0,20,UDP
29150,10995,17,0.0,0.0,20,UDP
29151,10156,17,0.0,0.0,20,UDP
29152,49581,17,0.0,0.0,20,UDP
29153,27965,17,0.0,0.0,20,UDP
29154,7240,17,24.856923918028684,23.957303290487022,8,UDP
29155,18422,17,0.0,0.0,20,UDP
29156,55347,17,0.0,0.0,20,UDP
29157,64088,17,22.516660498395403,21.36117974270148,8,UDP
29158,29993,17,0.0,0.0,20,UDP
29159,52348,17,0.0,0.0,20,UDP
29160,60892,17,22.516660498395403,21.36117974270148,8,UDP
29161,61543,17,0.0,0.0,20,UDP
29162,35430,17,0.0,0.0,20,UDP
29163,61430,17,22.516660498395403,21.36117974270148,8,UDP
29164,12506,17,22.516660498395403,21.36117974270148,8,UDP
29165,17559,17,35.08845964131227,33.61759743263722,8,UDP
29166,26311,17,0.0,0.0,20,UDP
29167,52598,17,22.516660498395403,21.36117974270148,8,UDP
29168,40226,17,34.06366588218791,32.3156308928048,8,UDP
29169,55296,17,22.516660498395403,21.36117974270148,8,UDP
29170,6865,17,22.516660498395403,21.36117974270148,8,UDP
29171,63826,17,34.06366588218791,32.3156308928048,8,UDP
29172,4260,17,34.06366588218791,32.3156308928048,8,UDP
29173,39791,17,22.516660498395403,21.36117974270148,8,UDP
29174,2598,17,22.516660498395403,21.36117974270148,8,UDP
29175,3434,17,34.06366588218791,32.3156308928048,8,UDP
29176,43454,17,22.516660498395403,21.36117974270148,8,UDP
29177,50256,17,0.0,0.0,20,UDP
29178,46017,17,0.0,0.0,20,UDP
29179,37170,17,0.0,0.0,20,UDP
29180,10296,17,30.127623275169363,30.703885282298888,8,UDP
29181,52911,17,34.06366588218791,32.3156308928048,8,UDP
29182,16973,17,22.516660498395403,21.36117974270148,8,UDP
29183,17045,17,22.516660498395403,21.36117974270148,8,UDP
29184,46793,17,22.516660498395403,21.36117974270148,8,UDP
29185,58877,17,35.08845964131227,33.61759743263722,8,UDP
29186,16345,17,35.08845964131227,33.61759743263722,8,UDP
29187,55024,17,22.516660498395403,21.36117974270148,8,UDP
29188,19790,17,22.516660498395403,21.36117974270148,8,UDP
29189,1748,17,22.516660498395403,21.36117974270148,8,UDP
29190,6535,17,35.08845964131227,33.61759743263722,8,UDP
29191,20492,17,30.127623275169363,30.703885282298888,8,UDP
29192,7157,17,22.516660498395403,21.36117974270148,8,UDP
29193,1670,17,34.06366588218791,32.3156308928048,8,UDP
29194,43887,17,0.0,0.0,20,UDP
29195,1511,17,35.08845964131227,33.61759743263722,8,UDP
29196,27919,17,35.08845964131227,33.61759743263722,8,UDP
29197,26724,17,34.06366588218791,32.3156308928048,8,UDP
29198,25350,17,34.06366588218791,32.3156308928048,8,UDP
29199,59062,17,0.0,0.0,20,UDP
29200,51887,17,0.0,0.0,20,UDP
29201,48199,17,0.0,0.0,20,UDP
29202,19602,17,0.0,0.0,20,UDP
29203,45504,17,0.0,0.0,20,UDP
29204,10686,17,0.0,0.0,20,UDP
29205,11881,17,0.0,0.0,20,UDP
29206,25309,17,0.0,0.0,20,UDP
29207,46467,17,0.0,0.0,20,UDP
29208,32628,17,0.0,0.0,20,UDP
29209,46467,17,0.0,0.0,20,UDP
29210,47506,17,0.0,0.0,20,UDP
29211,34828,17,0.0,0.0,20,UDP
29212,45699,17,0.0,0.0,20,UDP
29213,12898,17,0.0,0.0,20,UDP
29214,42705,17,0.0,0.0,8,UDP
29215,18321,17,22.516660498395403,21.36117974270148,8,UDP
29216,15202,17,0.0,0.0,8,UDP
29217,13709,17,22.516660498395403,21.36117974270148,8,UDP
29218,10151,17,35.08845964131227,33.61759743263722,8,UDP
29219,51933,17,0.0,0.0,8,UDP
29220,45049,17,0.0,0.0,8,UDP
29221,58736,17,35.08845964131227,33.61759743263722,8,UDP
29222,31475,17,35.08845964131227,33.61759743263722,8,UDP
29223,63575,17,0.0,0.0,8,UDP
29224,43039,17,22.516660498395403,21.36117974270148,8,UDP
29225,41848,17,0.0,0.0,8,UDP
29226,59757,17,0.0,0.0,8,UDP
29227,44587,17,0.0,0.0,8,UDP
29228,28861,17,0.0,0.0,8,UDP
29229,17681,17,0.0,0.0,8,UDP
29230,20160,17,0.0,0.0,8,UDP
29231,55530,17,22.516660498395403,21.36117974270148,8,UDP
29232,1147,17,22.516660498395403,21.36117974270148,8,UDP
29233,56202,17,34.06366588218791,32.3156308928048,8,UDP
29234,53699,17,35.08845964131227,33.61759743263722,8,UDP
29235,17935,17,35.08845964131227,33.61759743263722,8,UDP
29236,53547,17,35.08845964131227,33.61759743263722,8,UDP
29237,38711,17,34.06366588218791,32.3156308928048,8,UDP
29238,58849,17,34.06366588218791,32.3156308928048,8,UDP
29239,33765,17,0.0,0.0,8,UDP
29240,40394,17,35.08845964131227,33.61759743263722,8,UDP
29241,17402,17,35.08845964131227,33.61759743263722,8,UDP
29242,50503,17,34.06366588218791,32.3156308928048,8,UDP
29243,14268,17,34.06366588218791,32.3156308928048,8,UDP
29244,48996,17,35.08845964131227,33.61759743263722,8,UDP
29245,34315,17,35.08845964131227,33.61759743263722,8,UDP
29246,29379,17,35.08845964131227,33.61759743263722,8,UDP
29247,3613,17,35.08845964131227,33.61759743263722,8,UDP
29248,10995,17,34.06366588218791,32.3156308928048,8,UDP
29249,19322,17,0.0,0.0,8,UDP
29250,43674,17,0.0,0.0,8,UDP
29251,17929,17,0.0,0.0,8,UDP
29252,18422,17,34.06366588218791,32.3156308928048,8,UDP
29253,15783,17,34.06366588218791,32.3156308928048,8,UDP
29254,30383,17,30.127623275169363,30.703885282298888,8,UDP
29255,49581,17,34.06366588218791,32.3156308928048,8,UDP
29256,10156,17,34.06366588218791,32.3156308928048,8,UDP
29257,54810,17,35.08845964131227,33.61759743263722,8,UDP
29258,27965,17,34.06366588218791,32.3156308928048,8,UDP
29259,55347,17,34.06366588218791,32.3156308928048,8,UDP
29260,29993,17,34.06366588218791,32.3156308928048,8,UDP
29261,61543,17,34.06366588218791,32.3156308928048,8,UDP
29262,35430,17,34.06366588218791,32.3156308928048,8,UDP
29263,4558,17,0.0,0.0,8,UDP
29264,58079,17,0.0,0.0,8,UDP
29265,52629,17,0.0,0.0,8,UDP
29266,19512,17,0.0,0.0,8,UDP
29267,58506,17,0.0,0.0,8,UDP
29268,30880,17,35.08845964131227,33.61759743263722,8,UDP
29269,9185,17,35.08845964131227,33.61759743263722,8,UDP
29270,26155,17,0.0,0.0,8,UDP
29271,59748,17,35.08845964131227,33.61759743263722,8,UDP
29272,21614,17,0.0,0.0,8,UDP
29273,32316,17,0.0,0.0,8,UDP
29274,50256,17,34.06366588218791,32.3156308928048,8,UDP
29275,47808,17,35.08845964131227,33.61759743263722,8,UDP
29276,37170,17,34.06366588218791,32.3156308928048,8,UDP
29277,13708,17,30.988169785688648,29.74574799546185,8,UDP
29278,8525,17,35.08845964131227,33.61759743263722,8,UDP
29279,12062,17,0.0,0.0,8,UDP
29280,45901,17,35.08845964131227,33.61759743263722,8,UDP
29281,38788,17,0.0,0.0,8,UDP
29282,13740,17,35.08845964131227,33.61759743263722,8,UDP
29283,62906,17,0.0,0.0,8,UDP
29284,15241,17,0.0,0.0,8,UDP
29285,37959,17,0.0,0.0,8,UDP
29286,1783,17,0.0,0.0,8,UDP
29287,29099,17,0.0,0.0,8,UDP
29288,2870,17,0.0,0.0,8,UDP
29289,59062,17,22.516660498395403,21.36117974270148,8,UDP
29290,48199,17,22.516660498395403,21.36117974270148,8,UDP
29291,45504,17,22.516660498395403,21.36117974270148,8,UDP
29292,19602,17,22.516660498395403,21.36117974270148,8,UDP
29293,10686,17,22.516660498395403,21.36117974270148,8,UDP
29294,20358,17,0.0,0.0,8,UDP
29295,11881,17,22.516660498395403,21.36117974270148,8,UDP
29296,25309,17,34.06366588218791,32.3156308928048,8,UDP
29297,46467,17,34.06366588218791,32.3156308928048,8,UDP
29298,47506,17,22.516660498395403,21.36117974270148,8,UDP
29299,32628,17,34.06366588218791,32.3156308928048,8,UDP
29300,45699,17,34.06366588218791,32.3156308928048,8,UDP
29301,12898,17,34.06366588218791,32.3156308928048,8,UDP
29302,34828,17,34.06366588218791,32.3156308928048,8,UDP
29303,15202,17,34.06366588218791,32.3156308928048,8,UDP
29304,63575,17,34.06366588218791,32.3156308928048,8,UDP
29305,20160,17,34.06366588218791,32.3156308928048,8,UDP
29306,44587,17,34.06366588218791,32.3156308928048,8,UDP
29307,59757,17,34.06366588218791,32.3156308928048,8,UDP
29308,4381,17,0.0,0.0,8,UDP
29309,32934,17,0.0,0.0,8,UDP
29310,33765,17,34.06366588218791,32.3156308928048,8,UDP
29311,38580,17,0.0,0.0,8,UDP
29312,17929,17,34.06366588218791,32.3156308928048,8,UDP
29313,19322,17,34.06366588218791,32.3156308928048,20,UDP
29314,43674,17,34.06366588218791,32.3156308928048,20,UDP
29315,64088,17,0.0,0.0,20,UDP
29316,13607,17,35.08845964131227,33.61759743263722,20,UDP
29317,60892,17,0.0,0.0,20,UDP
29318,61430,17,0.0,0.0,20,UDP
29319,52598,17,0.0,0.0,20,UDP
29320,39791,17,0.0,0.0,20,UDP
29321,4558,17,22.516660498395403,21.36117974270148,20,UDP
29322,58079,17,22.516660498395403,21.36117974270148,20,UDP
29323,6865,17,0.0,0.0,20,UDP
29324,55296,17,0.0,0.0,20,UDP
29325,12506,17,0.0,0.0,20,UDP
29326,40226,17,0.0,0.0,20,UDP
29327,63826,17,0.0,0.0,20,UDP
29328,19512,17,22.516660498395403,21.36117974270148,20,UDP
29329,3434,17,0.0,0.0,20,UDP
29330,43454,17,0.0,0.0,20,UDP
29331,2598,17,0.0,0.0,20,UDP
29332,4260,17,0.0,0.0,20,UDP
29333,58506,17,22.516660498395403,21.36117974270148,20,UDP
29334,26155,17,22.516660498395403,21.36117974270148,20,UDP
29335,21614,17,22.516660498395403,21.36117974270148,20,UDP
29336,32316,17,22.516660498395403,21.36117974270148,20,UDP
29337,52911,17,0.0,0.0,20,UDP
29338,16973,17,0.0,0.0,20,UDP
29339,46793,17,0.0,0.0,20,UDP
29340,12062,17,22.516660498395403,21.36117974270148,20,UDP
29341,17045,17,0.0,0.0,20,UDP
29342,38788,17,22.516660498395403,21.36117974270148,20,UDP
29343,55024,17,0.0,0.0,20,UDP
29344,1748,17,0.0,0.0,20,UDP
29345,29099,17,34.06366588218791,32.3156308928048,20,UDP
29346,7157,17,0.0,0.0,20,UDP
29347,1670,17,0.0,0.0,20,UDP
29348,19790,17,0.0,0.0,20,UDP
29349,49386,17,35.08845964131227,33.61759743263722,20,UDP
29350,25350,17,0.0,0.0,20,UDP
29351,26724,17,0.0,0.0,20,UDP
29352,54695,17,0.0,0.0,20,UDP
29353,3468,17,35.08845964131227,33.61759743263722,20,UDP
29354,42549,17,0.0,0.0,20,UDP
29355,8425,17,0.0,0.0,20,UDP
29356,35434,17,35.08845964131227,33.61759743263722,20,UDP
29357,35044,17,0.0,0.0,20,UDP
29358,39559,17,0.0,0.0,20,UDP
29359,3275,17,0.0,0.0,20,UDP
29360,16347,17,0.0,0.0,20,UDP
29361,23707,17,0.0,0.0,20,UDP
29362,2085,17,0.0,0.0,20,UDP
29363,13709,17,0.0,0.0,20,UDP
29364,18321,17,0.0,0.0,20,UDP
29365,43039,17,0.0,0.0,20,UDP
29366,55530,17,0.0,0.0,20,UDP
29367,56202,17,0.0,0.0,20,UDP
29368,1147,17,0.0,0.0,20,UDP
29369,58849,17,0.0,0.0,20,UDP
29370,50503,17,0.0,0.0,20,UDP
29371,14268,17,0.0,0.0,20,UDP
29372,38711,17,0.0,0.0,20,UDP
29373,58118,17,35.08845964131227,33.61759743263722,20,UDP
29374,64354,17,35.08845964131227,33.61759743263722,20,UDP
29375,10995,17,0.0,0.0,20,UDP
29376,15783,17,0.0,0.0,20,UDP
29377,27965,17,0.0,0.0,20,UDP
29378,10156,17,0.0,0.0,20,UDP
29379,49581,17,0.0,0.0,20,UDP
29380,18422,17,0.0,0.0,20,UDP
29381,55578,17,35.08845964131227,33.61759743263722,20,UDP
29382,64088,17,34.06366588218791,32.3156308928048,20,UDP
29383,55347,17,0.0,0.0,20,UDP
29384,29993,17,0.0,0.0,20,UDP
29385,57299,17,0.0,0.0,20,UDP
29386,4976,17,35.08845964131227,33.61759743263722,20,UDP
29387,60892,17,34.06366588218791,32.3156308928048,20,UDP
29388,52598,17,34.06366588218791,32.3156308928048,20,UDP
29389,35430,17,0.0,0.0,20,UDP
29390,61430,17,34.06366588218791,32.3156308928048,20,UDP
29391,61543,17,0.0,0.0,20,UDP
29392,39791,17,34.06366588218791,32.3156308928048,20,UDP
29393,17559,17,0.0,0.0,20,UDP
29394,6865,17,34.06366588218791,32.3156308928048,20,UDP
29395,55296,17,34.06366588218791,32.3156308928048,20,UDP
29396,12506,17,34.06366588218791,32.3156308928048,20,UDP
29397,43454,17,34.06366588218791,32.3156308928048,20,UDP
29398,2598,17,34.06366588218791,32.3156308928048,20,UDP
29399,37170,17,0.0,0.0,20,UDP
29400,60597,17,35.08845964131227,33.61759743263722,20,UDP
29401,50256,17,0.0,0.0,20,UDP
29402,63022,17,35.08845964131227,33.61759743263722,20,UDP
29403,47489,17,35.08845964131227,33.61759743263722,20,UDP
29404,16973,17,34.06366588218791,32.3156308928048,20,UDP
29405,17045,17,34.06366588218791,32.3156308928048,20,UDP
29406,2391,17,35.08845964131227,33.61759743263722,20,UDP
29407,46793,17,34.06366588218791,32.3156308928048,20,UDP
29408,58877,17,0.0,0.0,20,UDP
29409,16345,17,0.0,0.0,20,UDP
29410,59092,17,0.0,0.0,20,UDP
29411,52756,17,24.856923918028684,23.957303290487022,20,UDP
29412,1511,17,0.0,0.0,20,UDP
29413,6535,17,0.0,0.0,20,UDP
29414,55024,17,34.06366588218791,32.3156308928048,20,UDP
29415,7157,17,34.06366588218791,32.3156308928048,20,UDP
29416,19790,17,34.06366588218791,32.3156308928048,20,UDP
29417,7240,17,0.0,0.0,20,UDP
29418,1748,17,34.06366588218791,32.3156308928048,20,UDP
29419,27919,17,0.0,0.0,20,UDP
29420,59062,17,0.0,0.0,20,UDP
29421,48199,17,0.0,0.0,20,UDP
29422,8425,17,22.516660498395403,21.36117974270148,20,UDP
29423,39891,17,0.0,0.0,20,UDP
29424,42549,17,22.516660498395403,21.36117974270148,20,UDP
29425,16347,17,22.516660498395403,21.36117974270148,20,UDP
29426,39559,17,22.516660498395403,21.36117974270148,20,UDP
29427,45504,17,0.0,0.0,20,UDP
29428,19602,17,0.0,0.0,20,UDP
29429,35044,17,22.516660498395403,21.36117974270148,20,UDP
29430,3275,17,22.516660498395403,21.36117974270148,20,UDP
29431,11881,17,0.0,0.0,20,UDP
29432,10686,17,0.0,0.0,20,UDP
29433,40057,17,35.08845964131227,33.61759743263722,20,UDP
29434,44822,17,35.08845964131227,33.61759743263722,20,UDP
29435,23707,17,22.516660498395403,21.36117974270148,20,UDP
29436,45023,17,35.08845964131227,33.61759743263722,20,UDP
29437,25309,17,0.0,0.0,20,UDP
29438,2085,17,22.516660498395403,21.36117974270148,20,UDP
29439,46467,17,0.0,0.0,20,UDP
29440,32628,17,0.0,0.0,20,UDP
29441,47506,17,0.0,0.0,20,UDP
29442,34828,17,0.0,0.0,20,UDP
29443,12898,17,0.0,0.0,20,UDP
29444,45699,17,0.0,0.0,20,UDP
29445,15202,17,0.0,0.0,20,UDP
29446,31475,17,0.0,0.0,20,UDP
29447,13709,17,34.06366588218791,32.3156308928048,20,UDP
29448,18321,17,34.06366588218791,32.3156308928048,20,UDP
29449,10151,17,0.0,0.0,20,UDP
29450,58736,17,0.0,0.0,20,UDP
29451,59757,17,0.0,0.0,20,UDP
29452,43039,17,34.06366588218791,32.3156308928048,20,UDP
29453,44587,17,0.0,0.0,20,UDP
